id	Precision	Recall	Truth	Predicted
H05-1041		0.0	Ion Androutsopoulos|Dimitrios Galanis	
P83-1003		0.0	Henry S Thompson	
P98-1079		0.0	Udo Hahn|Klemens Schnattinger	
C90-2009		0.0	Hsin Hsi Chen	
J80-3003		0.0	Raymond C Perrault|James F Allen	
L08-1336		0.0	Michaela Atterer|Hinrich Schütze	
D12-1135		0.0	Katja Filippova	
C96-1056		0.0	Laila Dybkjaer|Niels Ole Bernsen|Hans Dybkjaer	
C67-1031		0.0	John Olney|Carter Revard|Paul Ziff	
W10-1759		0.0	Kashif Shah|Loïc Barrault|Holger Schwenk	
E12-1012		0.0	Vassilina Nikoulina|Bogomil Kovachev|Nikolaos Lagos|Christof Monz	
W06-0604	0.75	0.75	Felice Dell Orletta|Alessandro Lenci|Simonetta Montemagni|Vito Pirrelli	Felice Dell 'orletta|Alessandro Lenci|Simonetta Montemagni|Vito Pirrelli
W03-0432		0.0	Casey Whitelaw|Jon David Patrick	
W09-2308		0.0	Anders Søgaard	
C02-1159		0.0	Hassan Alam|Hua Cheng|Rachmat Hartono|Aman Kumar|Paul Llido|Crystal Nakatsu|Fuad Rahman|Yuliya Tarnikova|Timotius Tjahjadi|Che Wilcox	
P06-2076		0.0	Masaki Murata|Toshiyuki Kanamaru|Tamotsu Shirado|Hitoshi Isahara	
P11-3013		0.0	Nathan Green	
J92-4001		0.0	Robert F Simmons|Yeong Ho Yu	
W13-2230		0.0	Marion Weller|Max Kisselew|Svetlana Smekalova|Alexander Fraser|Helmut Schmid|Nadir Durrani|Hassan Sajjad|Richárd Farkas	
W07-1401		0.0	Danilo Giampiccolo|Bernardo Magnini|Ido Dagan|William B Dolan	
N03-2014		0.0	Abraham Ittycheriah|Lucian Vlad Lita|Nanda Kambhatla|Nicolas Nicolov|Salim Roukos|Margo Stys Budzikowska	
P10-1029		0.0	Ruihong Huang|Ellen Riloff	
S13-2103		0.0	Daniel Sanchez Cisneros	
P85-1024		0.0	Sandra Carberry	
H93-1092		0.0	Salim Roukos	
C02-1134		0.0	Srinivas Bangalore|Vanessa Murdock|Giuseppe Riccardi	
H05-1084		0.0	Katrin Erk|Sebastian Padó	
W97-0701		0.0	Karen Sparck Jones	
H93-1020		0.0	Owen Kimball|Mari Ostendorf	
W97-0305		0.0	Korin Richmond|Andrew E Smith|Einat Amitay	
W06-1321		0.0	Diane J Litman	
L08-1592		0.0	Lothar Lemnitzer|Holger Wunsch|Piklu Gupta	
W03-1303		0.0	Spasi cacute|Irena|Goran Nenadić|Sophia Ananiadou	
D11-1009		0.0	Prodromos Malakasiotis|Ion Androutsopoulos	
C08-1031		0.0	Murthy Ganapathibhotla|Bing Liu	
P12-2011		0.0	Enrique Alfonseca|Katja Filippova|Jean Yves Delort|Guillermo Garrido	
C88-2115		0.0	P C Rolf	
H94-1065		0.0	Anastasios Anastasakos|Francis Kubala|John Makhoul|Richard M Schwartz	
W09-3209		0.0	Delip Rao|David Yarowsky	
E99-1043		0.0	Nigel Collier|Hyun Seok Park|Norihiro Ogata|Yuka Tateisi|Chikashi Nobata|Tomoko Ohta|Tateshi Sekimizu|Hisao Imai|Katsutoshi Ibushi|Jun ichi Tsujii	
J11-4006		0.0	David Vadas|James R Curran	
N09-2005		0.0	Saša Hasan|Hermann Ney	
C10-2166		0.0	Yi Zhang|Valia Kordoni	
P88-1004		0.0	Jos De Bruin|Remko J H Scha	
D08-1029		0.0	Alex Baron|Marjorie Freedman	
W93-0307		0.0	Philip Resnik|Marti A Hearst	
P10-1148		0.0	Keun Chan Park|Yoonjae Jeong|Sung Hyon Myaeng	
C00-1021		0.0	Eva Buranovaá|Eva Hajicová|Petr Sgall	
W07-1305		0.0	Wilbert Heeringa|Brian Joseph	
C08-2006		0.0	Florian Boudin|Marc El Bèze|Juan Manuel Torres Moreno	
W05-0804		0.0	Bing Zhao|Eric P Xing|Alex Waibel	
P99-1016		0.0	Sharon A Caraballo	
W98-1004		0.0	Michel Fanton	
L08-1448		0.0	Amalia Todirascu|Dan Tufiš|Ulrich Heid|Christopher Gledhill|Scedil|Dan tefănescu|Marion Weller|François Rousselot	
W10-3711		0.0	Francesca Bonin|Felice Dell Orletta|Giulia Venturi|Simonetta Montemagni	
W05-0207		0.0	Özlem Uzuner|Boris Katz|Thade Nahnsen	
P10-1107		0.0	Benjamin Snyder|Regina Barzilay|Kevin Knight	
J79-1053		0.0	Gordon S Novak Jr	
W97-0124		0.0	Scott M Thede|Mary P Harper	
W97-0605		0.0	Frédéric Bechet|Thierry Spriet|Marc El Bèze	
W91-0210		0.0	Peter G Anick|Sabine Bergler	
W01-1606		0.0	Marc Cavazza	
L08-1618		0.0	Xiwen Cheng|Feiyu Xu	
N03-4009		0.0	Thomas S Morton|Jeremy LaCivita	
C00-1083		0.0	Yukiko I Nakano|Kenji Imamura|Hisashi Ohara	
P12-1022		0.0	Matthieu Constant|Anthony Sigogne|Patrick Watrin	
D07-1117		0.0	Zhongqiang Huang|Mary P Harper|Wen Wang	
P03-2027		0.0	Yoji Kiyota|Sadao Kurohashi|Teruhisa Misu|Kazunori Komatani|Tatsuya Kawahara|Fuyuko Kido	
W12-2101		0.0	Smruthi Mukund|Rohini Srihari	
J88-3008		0.0	Ethel Schuster	
W94-0202		0.0	Michael Mastroianni|Bob Carpenter	
P06-1109		0.0	Rens Bod	
L08-1354		0.0	Julia Ritz|Stefanie Dipper|Michael Götze	
H93-1075		0.0	Sharon L Oviatt|Philip R Cohen|Michelle Q Wang|Jeremy Gaston	
P08-1015		0.0	Michael Fleischman|Deb Roy	
C96-2208		0.0	Virach Sornlertlamvanich|Hozumi Tanaka	
W13-2256		0.0	Xiaofeng Wu|Hui Yu|Qun Liu	
C04-1187		0.0	Hui Yang|Tat Seng Chua	
L08-1488		0.0	Pierrette Bouillon|Sonia Halimi|Yukie Nakao|Kyoko Kanzaki|Hitoshi Isahara|Nikos Tsourakis|Marianne Starlander|Beth Ann Hockey|Manny Rayner	
P98-2189		0.0	Antonio Sanfilippo	
C67-1025		0.0	H P Edmundson	
W12-0512		0.0	Arnaud Grappy|Brigitte Grau|Sophie Rosset	
C00-2170		0.0	Benjamin K T sou|KingKui Sin|Samuel W K Chan|Tom Bong Yeung Lai|Caesar Suen Lun|K T Ko|G K K Chan|Lawrence Y L Cheung	
W06-3508		0.0	Vanessa Micelli	
W10-4311		0.0	Irina Borisova|Gisela Redeker	
P91-1013		0.0	Mark Perlin	
C00-2108		0.0	Sabine Schulte Im Walde	
W12-0409		0.0	Marc Swerts	
P01-1056		0.0	Owen Rambow|Monica Rogati|Marilyn A Walker	
C08-1033		0.0	Caroline Gasperin|Ted Briscoe	
P11-2041		0.0	Margaret Mitchell|Aaron Dunlop|Brian Roark	
C82-2070		0.0	Merle D Tenney|Robert A Russell	
W12-1634		0.0	Eun Young Ha|Joseph F Grafsgaard|Christopher Mitchell|Kristy Elizabeth Boyer|James C Lester	
W07-0602		0.0	Oren Tsur|Ari Rappoport	
C94-2203		0.0	Wanying Jin	
C90-3033		0.0	Alberto Lavelli|Oliviero Stock	
J09-1005		0.0	Afsaneh Fazly|Paul Cook|Suzanne Stevenson	
W11-1701		0.0	Pranav Anand|Marilyn A Walker|Rob Abbott|Jean E Fox Tree|Robeson Bowmani|Michael Minor	
I08-6010		0.0	Debasis Mandal|Sandipan Dandapat|Mayank Gupta|Pratyush Banerjee|Sudeshna Sarkar	
P98-2159		0.0	Takashi Ninomiya|Kentaro Torisawa|Jun ichi Tsujii	
P10-1097		0.0	Stefan Thater|Hagen Fürstenau|Manfred Pinkal	
W10-4236		0.0	Robert Dale|Adam Kilgarriff	
N04-2007		0.0	Robert Arens	
P06-2098		0.0	Nobuyuki Shimizu|Andrew R Haas	
C67-1014		0.0	Helmut Richter|Georg Hincha	
C96-2130		0.0	Andrei Mikheev	
W09-3529		0.0	Yilu Zhou	
W09-2202		0.0	Sriharsha Veeramachaneni|Ravikumar Kondadadi	
W12-1707		0.0	Alessandra Zarcone|Jason Utt|Sebastian Padó	
A00-2021		0.0	Mark Johnson|Stefan Riezler	
S10-1065		0.0	Sara Tonelli|Rodolfo Delmonte	
W04-1801		0.0	Marie Claude L Homme	
P94-1004		0.0	Scott Miller|Robert J Bobrow|Robert J P Ingria|Richard M Schwartz	
W12-1512		0.0	Dana Dannélls	
D09-1012		0.0	Daniele Pighin|Alessandro Moschitti	
E03-2007		0.0	Adam Kilgarriff|Roger Evans|Rob Koeling|David Tugwell	
C10-2101		0.0	Yugo Murawaki|Sadao Kurohashi	
W04-0806		0.0	Lluís Màrquez|Mariona Taulé|M Antònia Martí|Nuria Artigas|Manuel Garcia Vega|Francis Real|Daniel Ferres	
P84-1031		0.0	Ronan G Reilly	
W97-0320		0.0	Janyce Wiebe|Thomas P O Hara|Kenneth J McKeever|Thorsten Ohrstrom Sandgren	
C10-1074		0.0	Fangtao Li|Chao Han|Minlie Huang|Xiaoyan Zhu|Yingju Xia|Shu Zhang|Hao Yu	
S13-1040		0.0	Ekaterina Shutova	
W90-0101		0.0	Kathleen F McCoy|K Vijay Shanker|Gijoo Yang	
P08-1086		0.0	Jakob Uszkoreit|Thorsten Brants	
W11-2003		0.0	JosÉ González Brenes|Jack Mostow	
W06-3103		0.0	Anas El Isbihani|Shahram Khadivi|Oliver Bender|Hermann Ney	
W04-0311		0.0	Michael Daum	
P05-1019		0.0	Ben Hutchinson	
P97-1073		0.0	Maria Wolters	
L08-1522		0.0	Thierry Bazillon|Yannick Estève|Daniel Luzzati	
A00-1040		0.0	Mark Stevenson|Robert J Gaizauskas	
W00-1010		0.0	Guido Boella|Rossana Damiano|Leonardo Lesmo	
N13-1136		0.0	Janara Christensen|Mausam|Stephen Soderland|Oren Etzioni	
W06-1904		0.0	Anne Laure Ligozat|Brigitte Grau|Isabelle Robba|Anne Vilnat	
P10-2017		0.0	Katrin Erk|Sebastian Padó	
J88-4001		0.0	William C Rounds	
D11-1125		0.0	Mark Hopkins|Jonathan May	
P09-1084		0.0	Erin Fitzgerald|Frederick Jelinek|Robert Frank	
P05-2011		0.0	Inge M R De Bleecker	
C80-1042		0.0	Paul L King	
C96-2188		0.0	Eva Dauphin|Veronika Lux	
J81-4004		0.0	C M Eastman|D S McLean	
W13-2310		0.0	Claudiu Mihaila|Georgios Kontonatsios|Riza Theresa Batista Navarro|Paul Thompson|Ioannis Korkontzelos|Sophia Ananiadou	
W94-0106		0.0	Vasileios Hatzivassiloglou	
P02-1012		0.0	Charles B Callaway|James C Lester	
P06-1052		0.0	Alexander Koller|Stefan Thater	
N01-1004		0.0	Kishore Papineni	
W01-0513		0.0	Patrick Schone|Daniel Jurafsky	
L08-1365		0.0	Karin Schuler|Vinod Kaggal|James Masanz|Philip V Ogren|Guergana Savova	
W03-1108		0.0	Fatiha Sadat|Masatoshi Yoshikawa|Shunsuke Uemura	
P07-3012		0.0	Silke Scheible	
D12-1043		0.0	Thomas François|Cédrick Fairon	
W03-0110		0.0	Amittai Axelrod	
W11-2122		0.0	Abby Levenberg|Miles Osborne|David Matthews	
H89-2076		0.0	M Margaret Withgott|Ronald M Kaplan	
N10-2011		0.0	Carolina Scarton|Matheus Oliveira|Arnaldo Candido Jr|Caroline Gasperin|Sandra Aluísio	
W02-2004		0.0	Xavier Carreras|Lluís Màrquez|Lluís Padró	
W08-2111		0.0	Michael Connor|Yael Gertner|Cynthia Fisher|Dan Roth	
N12-2003		0.0	Felix Hill	
H89-2051		0.0	Kenneth Ward Church	
M98-1019		0.0	Satoshi Sekine	
P97-1034		0.0	Jennifer Chu Carroll|Michael K Brown	
W06-1202		0.0	Scott S L Piao|Paul Rayson|Olga Mudraya|Andrew T Wilson|Roger Garside	
H05-1063		0.0	Dmitri Roussinov|Leon J Zhao|Weiguo Fan	
W02-0104		0.0	Robert Dale|Diego Molla Aliod|Rolf Schwitter	
P95-1028		0.0	Jong C Park	
N13-4005		0.0	Shay Cohen|Michael Collins|Dean Foster|Karl Stratos|Lyle Ungar	
W10-3401		0.0	Eduard Hovy	
P13-3002		0.0	Adrien Barbaresi	
C08-1144		0.0	Andreas Zollmann|Ashish Venugopal|Franz Josef Och|Jay Ponte	
T78-1021		0.0	R Bajcsy|Aravind K Joshi	
P88-1035		0.0	Andreas Eisele|Jochen Dorre	
P08-1090		0.0	Nathanael Chambers|Daniel Jurafsky	
W10-0912		0.0	David Barbella|Kenneth Forbus	
C08-2017		0.0	Elena Montiel Ponsoda|Guadalupe Aguado de Cea|Asunción Gómez Pérez|Wim Peters	
P98-2143		0.0	Ruslan Mitkov	
W10-3202		0.0	Chairil Hakim|Budiono|Hammam Riza	
L08-1511		0.0	Djamel Mostefa|Arnaud Vallee	
P02-1019		0.0	Kristina Toutanova|Robert C Moore	
W02-0704		0.0	Genichiro Kikui|Hirohumi Yamamoto	
H01-1006		0.0	John Prager|Dragomir R Radev|Krzysztof Czuba	
P12-3023		0.0	Amjad Abu Jbara|Dragomir Radev	
W02-1609		0.0	Bowen Hui	
W08-0130		0.0	David DeVault|David R Traum|Ron Artstein	
E99-1010		0.0	Franz Josef Och	
L08-1174		0.0	Rogelio Nazar|Jorge Vivaldi|Teresa Cabré	
W97-0410		0.0	Alon Lavie|Lori S Levin|Puming Zhan|Maite Taboada|Donna M Gates|Mirella Lapata|Cortis Clark|Matthew Broadhead|Alex Waibel	
W06-0401	1.0	1.0	Marieke Van Der Feen|Petra Hendriks|John Hoeks	Marieke Van Der Feen|Petra Hendriks|John Hoeks
J93-1004		0.0	William A Gale|Kenneth Ward Church	
P06-1079		0.0	Ryu Iida|Kentaro Inui|Yuji Matsumoto	
N12-4002		0.0	Andrè F T Martins|Mário A T Figueiredo|Noah A Smith	
W04-1510		0.0	Ralph Debusmann|Denys Duchier|Geert Jan M Kruijff	
W99-0705		0.0	Torbjorn Lager	
J00-4004		0.0	Eric V Siegel|Kathleen R McKeown	
E87-1035		0.0	Ted Briscoe	
W06-0109	0.0	0.0	Jack Halpern	Jack Halpern（春遍雀來
W97-1507		0.0	Renate Henschel	
W04-0105		0.0	Sharon Goldwater|Mark Johnson	
I08-1024		0.0	Youssef Kadri|Jian Yun Nie	
W10-4339		0.0	Teruhisa Misu|Komei Sugiura|Kiyonori Ohtake|Chiori Hori|Hideki Kashioka|Hisashi Kawai|Satoshi Nakamura	
P91-1018		0.0	Terry Regier	
T87-1041		0.0	Aravind K Joshi	
W09-0803		0.0	Mans Hulden	
W13-1302		0.0	Niveda Krishnamoorthy|Girish Malkarnenkar|Raymond Mooney|Kate Saenko|Sergio Guadarrama	
W06-3125		0.0	Josep M Crego|Adrià Gispert|de|Patrik Lambert|Marta Ruiz Costa Jussà|Maxim Khalilov|Rafael E Banches|Josée B Mariño|José Fonollosa|A R	
C96-2113		0.0	Jonas Kuhn	
P91-1024		0.0	Eiichiro Sumita|Hitoshi Iida	
Q13-1009		0.0	Beata Beigman Klebanov|Nitin Madnani|Jill Burstein	
M91-1001		0.0	Beth M Sundheim	
H05-1074		0.0	Yi Zhang|James P Callan	
L08-1368		0.0	Alexandre Allauzen|Hélène Bonneau Maynard	
W03-1727		0.0	Andi Wu	
C04-1154		0.0	Declan Groves|Mary Hearne|Andy Way	
W12-2602		0.0	Gabriel Murray|Giuseppe Carenini|Raymond Ng	
S12-1106		0.0	Darnes Vilariño|David Pinto|Mireya Tovar|Saul León|Esteban Castillo	
E89-1010		0.0	Hiroaki Kitano|Hideto Tomabechi|Lori S Levin	
P91-1055		0.0	Jeff Martin	
P98-1090		0.0	Janet Hitzeman|Massimo Poesio	
D08-1038		0.0	David Hall|Daniel Jurafsky|Christopher D Manning	
D10-1108		0.0	Zornitsa Kozareva|Eduard Hovy	
C82-2045		0.0	Eliezer L Lozinskii|Sergei Nirenburg	
C90-3086		0.0	Gunnel Kallgren	
P11-1161		0.0	Pa scedil|Marius ca	
P10-4004		0.0	Verena Henrich|Erhard W Hinrichs	
P85-1013		0.0	Michael C McCord	
W10-0735		0.0	Olivia Buzek|Philip Resnik|Benjamin B Bederson	
J83-2001		0.0	James Davidson|S Jerrold Kaplan	
D08-1107		0.0	Cory Barr|Rosie Jones|Moira Regelson	
L08-1083		0.0	Laure Charonnat|Gaëlle Vidal|Olivier Boeffard	
C04-1126		0.0	Mark Stevenson	
W97-0414		0.0	Krzysztof Jassem	
W06-3917		0.0	Hermann Helbig|Ingo Glöckner	
C73-2029		0.0	Maurice Quezel Ambrunaz|Pierre Guillaume	
W06-2503		0.0	Diana McCarthy	
P84-1057		0.0	Jun ichi Tsujii|Jun Ichi Nakamura|Makoto Nagao	
W13-4906		0.0	Eric De La Clergerie	
W09-0703		0.0	Christian Chiarcos|Ines Fiedler|Mira Grubic|Andreas Haida|Katharina Hartmann|Julia Ritz|Anne Schwarz|Amir Zeldes|Malte Zimmermann	
W09-1124		0.0	Marc B Vilain|Jonathan Huggins|Benjamin Wellner	
W12-3715		0.0	Gábor Berend|Veronika Vincze	
E03-1048		0.0	Eiichiro Sumita|Yasuhiro Akiba|Takao Doi|Andrew Finch|Kenji Imamura|Michael Paul|Mitsuo Shimohata|Taro Watanabe	
W06-1320		0.0	Maria Georgescul|Alexander Clark|Susan Armstrong	
P05-1056		0.0	Yang Liu|Andreas Stolcke|Elizabeth Shriberg|Mary P Harper	
W06-2208		0.0	Junji Tomita|Stephen Soderland|Oren Etzioni	
W99-0209		0.0	Pedro Amo|Francisco L Ferreras|Fernando Cruz|Satumino Maldonado	
W04-2902		0.0	James R Glass|Timothy J Hazen|Lee Hetherington|Chao Wang	
P89-1019		0.0	Fernando Pereira	
P09-1111		0.0	Carlos Gómez Rodríguez|Giorgio Satta	
C92-2084		0.0	Alexandr Rosen|Eva Hajicová|Jan Hajič	
W10-2807		0.0	Justin Washtell	
C94-1015		0.0	Osamu Furuse|Hitoshi Iida	
D13-1098		0.0	Xavier Tannier|Véronique Moriceau	
W97-1414		0.0	Luis A Pineda|E Gabriela Garza	
J04-1004		0.0	Haodi Feng|Kang Chen|Xiaotie Deng|Weimin Zheng	
C96-1036		0.0	Hubert Hin Cheung Law|Chorkin Chan	
W03-0803		0.0	Valentin Tablan|Kalina Bontcheva|Diana Maynard|Hamish Cunningham	
H92-1114		0.0	Yorick Wilks	
W95-0103		0.0	Michael John Collins|James Brooks	
W04-2325		0.0	David Schlangen	
J85-4003		0.0	R J Nelson	
T78-1010		0.0	Andrew Ortony	
P11-2003		0.0	Nikhil Garg|James B Henderson	
W11-2159		0.0	Sara Stymne	
W04-2502		0.0	Srinivas Narayanan|Sanda M Harabagiu	
L08-1297		0.0	Jussi Karlgren|Hercules Dalianis|Bart Jongejan	
W93-0210		0.0	Eduard Hovy	
W03-0105		0.0	Jochen L Leidner|Gail Sinclair|Bonnie Lynn Webber	
W01-0906		0.0	Valerie Barr|Judith L Klavans	
L08-1582		0.0	Kazuaki Maeda|Xiaoyi Ma|Stephanie Strassel	
I05-2001		0.0	Hu Zhang|Jiaheng Zheng|Ying Zhao	
C92-3127		0.0	Arnold J Chien	
D11-1114		0.0	Shay B Cohen|Carlos Gómez Rodríguez|Giorgio Satta	
P06-2014		0.0	Colin Cherry|Dekang Lin	
D13-1115		0.0	Stephen Roller|Sabine Schulte im Walde	
W02-1118		0.0	Michael Zock	
W99-0402		0.0	Laura Mayfield Tomokiyo|Susanne Burger	
C92-4181		0.0	Barbara Di Eugenio|Michael White	
W13-3501		0.0	Min Xiao|Yuhong Guo	
P94-1015		0.0	Katashi Nagao|Akikazu Takeuchi	
W94-0302		0.0	R Michael Young|Johanna D Moore	
W02-1405		0.0	Philippe Langlais	
L08-1429		0.0	Daniel Zeman	
P10-1034		0.0	Xianchao Wu|Takuya Matsuzaki|Jun ichi Tsujii	
N03-1015		0.0	Hiroyuki Kaji	
W04-2314		0.0	Giuseppe Di Fabbrizio|Gokhan Tur|Dilek Hakkani Tür	
H94-1004		0.0	Mark Y Liberman	
W03-0304		0.0	Michel Simard|Philippe Langlais	
W97-0114		0.0	Hiromi Nakaiwa	
C90-3019		0.0	Martin C Emele|Ulrich Heid|Stefan Momma|Remi Zajac	
W12-3157		0.0	Joern Wuebker|Hermann Ney	
W04-3249		0.0	Alfio Massimiliano Gliozzo|Bernardo Magnini|Carlo Strapparava	
P08-1010		0.0	Yonggang Deng|Jia Xu|Yuqing Gao	
W08-0116		0.0	Marcus Colman|Arash Eshghi|Patrick G T Healey	
C10-2087		0.0	Bing Liu|Longhua Qian|Hongling Wang|Guodong Zhou	
N07-1002		0.0	Ani Nenkova|Jason M Brenier|Anubha Kothari|Sasha Calhoun|Laura Whitton|David Beaver|Daniel Jurafsky	
A97-1054		0.0	Andrei Mikheev|Steven Finch	
C08-1133		0.0	Liang Chih Yu|Chung Hsien Wu|Eduard Hovy	
W04-1309		0.0	Kris Jack|Chris Reed|Annalu Waller	
P83-1021		0.0	Fernando Pereira|David H D Warren	
E12-2008		0.0	Hugo Gonçalo Oliveira|Hernani Costa|Diana Santos	
I05-3011		0.0	Bing Zhao|Alex Waibel	
W06-1411		0.0	Kotaro Funakoshi|Satoru Watanabe|Takenobu Tokunaga	
P08-2045		0.0	Steven Bethard|James H Martin	
P13-2085		0.0	Eric T Nalisnick|Henry S Baird	
P90-1032		0.0	Frank A Smadja|Kathleen R McKeown	
E06-1004		0.0	Raghavendra Udupa|Hemanta K Maji	
N12-1064		0.0	Martin Riedl|Chris Biemann	
C88-1017		0.0	Stephan Busemann|Christa Hauenschild	
X93-1002		0.0	Thomas H Crystal	
C90-2006		0.0	Christian Boitet	
J08-2004		0.0	Nianwen Xue	
J92-2002		0.0	Remi Zajac	
N04-2002		0.0	Alexander Vasserman	
J01-4006		0.0	Donna K Byron	
C96-2143		0.0	Elena Not	
W97-0616		0.0	Emiel Krahmer|S P J Landsbergen|Xavier Pouteau	
P87-1029		0.0	Alison K Huettner|Marie M Vaughan|David D McDonald	
W99-0304		0.0	A Ichikawa|Masahiro Araki|Y Horiuchi|Masato Ishizaki|S Itabashi|W Itoh|Hideki Kashioka|K Kato|H Kikuchi|H Koiso|T Kumagai|A Kurematsu|Kikuo Maekawa|Shu Nakazato|M Tamoto|S Tutiya|Yoichi Yamashita|W Yoshimura	
W10-1601		0.0	Thiago A S Pardo|Caroline Gasperin|Helena M Caseli|Maria das Graças Volpe Nunes	
W10-3213		0.0	Sithar Norbu|Pema Choejey|Tenzin Dendup|Sarmad Hussain|Ahmed Muaz	
N09-2050		0.0	Volha Petukhova|Harry C Bunt	
H92-1072		0.0	Clifford J Weinstein	
W11-2113		0.0	Xin Song|Trevor Cohn	
E12-1019		0.0	Dirk Hovy|James Fan|Alfio Gliozzo|Siddharth Patwardhan|Christopher Welty	
N09-1037		0.0	Jenny Rose Finkel|Christopher D Manning	
X96-1057		0.0	Yoshio Eriguchi|Tsuyoshi Kitani	
P10-2006		0.0	Graeme Blackwood|Adrià Gispert|de|William Byrne	
I05-1022		0.0	Xinghua Fan|Maosong Sun	
W04-0908		0.0	Richard Johansson|David Williams|Anders Berglund|Pierre Nugues	
W10-4354		0.0	Ramón López Cózar|Jan Silovsky|David Griol	
W13-2305		0.0	Yvette Graham|Timothy Baldwin|Alistair Moffat|Justin Zobel	
W11-0818		0.0	Nidhi Kulkarni|Mark Finlayson	
N13-1007		0.0	Yulan Yan|Chikara Hashimoto|Kentaro Torisawa|Takao Kawai|Jun ichi Kazama|Stijn De Saeger	
W02-1033		0.0	Eric Brill|Susan Dumais|Michele Banko	
W06-2711		0.0	Ivana Kruijff Korbayova|Verena Rieser|Ciprian Gerstenberger|Jan Schehl|Tilman Becker	
W13-2611		0.0	Arash Eshghi|Julian Hough|Matthew Purver	
P13-1069		0.0	Adam Radziszewski	
I05-1025		0.0	Yllias Chali|Soufiane Noureddine	
W08-0336		0.0	Pi Chuan Chang|Michel Galley|Christopher D Manning	
P82-1032		0.0	Pat Langley	
P11-2013		0.0	Fei Liu|Fuliang Weng|Bingqing Wang|Yang Liu	
E83-1010		0.0	Irina Prodanof|Giacomo Ferrari	
P07-2004		0.0	Claire Gardent|Yannick Parmentier	
C10-2018		0.0	Kostadin Cholakov|Gertjan van Noord	
W03-0314		0.0	Kaoru Yamamoto|Taku Kudo|Yuta Tsuboi|Yuji Matsumoto	
C08-1070		0.0	Pawel Mazur|Robert Dale	
E06-1040		0.0	Anja Belz|Ehud Reiter	
W13-3208		0.0	Lubomír Krčmár|Karel Jezek|Pavel Pecina	
P90-1026		0.0	Graham J Russell|John Carroll|Susan Armstrong	
C92-4199		0.0	Liang Jyh Wang|Wei Chuan Li|Chao Huang Chang	
W13-1610		0.0	Narendra Gupta	
H01-1043		0.0	Daisuke Kawahara|Sadao Kurohashi	
A88-1025		0.0	Jugal K Kalita|Sunil Shende	
W02-0209		0.0	Judith Hochberg|Nanda Kambhatla|Salim Roukos	
W99-0909		0.0	Stephen Watkinson|Suresh Manandhar	
L08-1185		0.0	João Graça|Joana Paulo Pardal|Luísa Coheur|Diamantino Caseiro	
W13-2021		0.0	Sondes Bannour|Laurent Audibert|Henry Soldano	
C08-1097		0.0	Ryohei Sasano|Daisuke Kawahara|Sadao Kurohashi	
A00-2014		0.0	Mary P Harper|Christopher M White|Wen Wang|Michael T Johnson|Randall A Helzerman	
W96-0102		0.0	Walter Daelemans|Jakub Zavrel|Peter Berck|Steven Gillis	
H94-1060		0.0	Roberto Cencioni|Giovanni Battista Varile	
W13-3407		0.0	Matej Korvas|Vojtech Diatka	
W10-1004		0.0	Alla Rozovskaya|Dan Roth	
W09-3739		0.0	Mukda Suktarachan|Patrick Saint Dizier	
C04-1115		0.0	Viktor Pekar|Michael Krkoska|Steffen Staab	
W03-0909		0.0	Manfred Stede	
W06-1662		0.0	Paul D Ji|Stephen G Pulman	
W98-1011		0.0	Shuly Wintner	
P08-2007		0.0	John DeNero|Dan Klein	
C04-1019		0.0	Ian M O Neill|Philip Hanna|Xingkun Liu|Michael F McTear	
C96-1020		0.0	Ezra W Black|Stephen Eubank|Hideki Kashioka|David M Magerman|Roger Garside|Geoffrey Leech	
P99-1071		0.0	Regina Barzilay|Kathleen R McKeown|Michael Elhadad	
W13-1705		0.0	Robert Östling|André Smolentzov|Björn Tyrefors Hinnerich|Erik Höglin	
W13-4035		0.0	Milica Gasic|Catherine Breslin|Matthew Henderson|Dongho Kim|Martin Szummer|Blaise Thomson|Pirros Tsiakoulis|Steve Young	
W12-0203		0.0	Kris Heylen|Dirk Speelman|Dirk Geeraerts	
W07-1406		0.0	Rui Wang|Günter Neumann	
W07-0737		0.0	Behrang Mohit|Rebecca Hwa	
C92-2095		0.0	Sandiway Fong|Robert C Berwick	
C82-2056		0.0	N N Percova	
L08-1613		0.0	Patcharee Varasai|Chaveevan Pechsiri|Thana Sukvari|Vee Satayamas|Asanee Kawtrakul	
C02-1139		0.0	Vincent Ng|Claire Cardie	
E89-1027		0.0	Jurgen Kunze	
H90-1030		0.0	Lewis M Norton|Deborah A Dahl|Donald P McKay|Lynette Hirschman|Marcia C Linebarger|David M Magerman|Catherine N Ball	
H93-1036		0.0	Kevin Knight	
A94-1011		0.0	Steven Finch	
W13-3615		0.0	L Amber Wilcox O Hearn	
W10-1914		0.0	Juho Heimonen|Jari Björne|Tapio Salakoski	
A97-2015		0.0	Toni Badia|Angels Egea|Antoni Tuells	
N03-1021		0.0	I Dan Melamed	
W99-0513		0.0	Simonetta Vietri|Annibale Elia	
X98-1003		0.0	Harold Corbin|Aaron Temin	
P84-1002		0.0	Malcolm E Cook|Wendy G Lehnert|David D McDonald	
J88-1003		0.0	Steven J DeRose	
W13-2324		0.0	Andreas Peldszus|Manfred Stede	
P11-1093		0.0	Alla Rozovskaya|Dan Roth	
S13-1009		0.0	Sai Wang|Ru Li|Ruibo Wang|Zhiqiang Wang|Xia Zhang	
